Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
USF ENGENHO NOVO,2713608,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,ENGENHO NOVO,S/N,,,ENGENHO NOVO,53510470,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713608&VEstado=26&VCodMunicipio=260005,2600052713608,26,260005,540802cac4952bc4322ef103
USF EMBRIOES II,2713993,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,AV D,S/N,(81)35426703,,CAETES I,53540200,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713993&VEstado=26&VCodMunicipio=260005,2600052713993,26,260005,540802cac4952bc4322ef104
USF FOSFATO III,7374135,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R RIO PARANA,S/N,,,FOSFATO,53580720,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057374135&VEstado=26&VCodMunicipio=260005,2600057374135,26,260005,540802cac4952bc4322ef105
USF DESTERRO I,2713594,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA ROSA PEREIRA DA CRUZ,S/N,(81)35424798,,ALTO SAO MIGUEL,53565560,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713594&VEstado=26&VCodMunicipio=260005,2600052713594,26,260005,540802ccc4952bc4322ef106
USF CHA DE CRUZ,2713896,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,ENGENHO CHA DE CRUZ,S/N,,,CHA DE CRUZ,53550000,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713896&VEstado=26&VCodMunicipio=260005,2600052713896,26,260005,540802ccc4952bc4322ef107
USF DESTERRO III,7322003,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA ROSA PEREIRA DA CRUZ,S/N,,,TIMBO,53550560,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057322003&VEstado=26&VCodMunicipio=260005,2600057322003,26,260005,540802ccc4952bc4322ef108
USF EMBRIOES I,2713985,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,AV D,S/N,(81)35426703,,CAETES I,53540200,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713985&VEstado=26&VCodMunicipio=260005,2600052713985,26,260005,540802ccc4952bc4322ef109
USF DESTERRO II,2713977,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA ROSA PEREIRA DA CRUZ,S/N,(81)35424798,,ALTO SAO MIGUEL,53565560,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713977&VEstado=26&VCodMunicipio=260005,2600052713977,26,260005,540802cdc4952bc4322ef10a
USF CENTRO II,2713888,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA CAPITAO JOSE PRIMO,294,,,CAETES VELHO,53560120,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713888&VEstado=26&VCodMunicipio=260005,2600052713888,26,260005,540802cec4952bc4322ef10b
USF CENTRO I,2713861,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R MANOEL CALDAS DE ARAUJO,48,,,CENTRO,53510170,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713861&VEstado=26&VCodMunicipio=260005,2600052713861,26,260005,540802cec4952bc4322ef10c
USF CAETES III A,2713837,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA OITENTA,S/N,,,CAETES III,53545240,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713837&VEstado=26&VCodMunicipio=260005,2600052713837,26,260005,540802cfc4952bc4322ef10d
USF CAETES I B,2713829,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA CENTO E OITENTA E SEIS,154,,,CAETES I,53530468,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713829&VEstado=26&VCodMunicipio=260005,2600052713829,26,260005,540802d0c4952bc4322ef10e
USF CAETES VELHO BAIXO,2713578,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA 15 DE NOVEMBRO,124,,,CAETES VELHO,53550770,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713578&VEstado=26&VCodMunicipio=260005,2600052713578,26,260005,540802d0c4952bc4322ef10f
USF CAETES VELHO ALTO,2713845,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA 15 DE NOVEMBRO,124,,,CAETES VELHO,53550770,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713845&VEstado=26&VCodMunicipio=260005,2600052713845,26,260005,540802d0c4952bc4322ef110
USF CAETES III B,2713551,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA QUARENTA E NOVE,185,,,CAETES III,53545040,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713551&VEstado=26&VCodMunicipio=260005,2600052713551,26,260005,540802d1c4952bc4322ef111
USF ALTO SAO MIGUEL,2713764,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA MURICI,S/N,,,ALTO SAO MIGUEL,53565140,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713764&VEstado=26&VCodMunicipio=260005,2600052713764,26,260005,540802d2c4952bc4322ef112
USF ALTO DA BELA VISTA,7179251,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R ALTO DA BELA VISTA,S/N,,,ALTO DA BELA VISTA,53550050,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057179251&VEstado=26&VCodMunicipio=260005,2600057179251,26,260005,540802d2c4952bc4322ef113
USF CAETES II,2713543,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,AV A,S/N,,,CAETES II,53540010,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713543&VEstado=26&VCodMunicipio=260005,2600052713543,26,260005,540802d2c4952bc4322ef114
USF CAETES I A,2713810,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA CENTO E OITENTA E SEIS,154,,,CAETES I,53530468,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713810&VEstado=26&VCodMunicipio=260005,2600052713810,26,260005,540802d3c4952bc4322ef115
U F P,6262732,10741631000115,ANALIA SOBREIRA LTDA,--,JURÍDICA,RUA PASTOR JOAO PAIVA,400,,,TIMBO,53520030,ABREU E LIMA - IBGE - 260005,PE,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,9225,SMS,02/06/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056262732&VEstado=26&VCodMunicipio=260005,2600056262732,26,260005,540802d3c4952bc4322ef116
UNIDADE ODONTOMEDICA,2715511,,PREFEITURA MUNICIAL DE ABREU E LIMA,--,JURÍDICA,AV DUQUE DE CAXIAS,S/N,(81)35421061,,CENTRO,53540000,ABREU E LIMA - IBGE - 260005,PE,UNIDADE MOVEL TERRESTRE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052715511&VEstado=26&VCodMunicipio=260005,2600052715511,26,260005,540802d3c4952bc4322ef117
SAMU 192 ABREU E LIMA USB 02,6990592,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R TUPA,S/N,,,CAETES VELHO,53550080,ABREU E LIMA - IBGE - 260005,PE,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056990592&VEstado=26&VCodMunicipio=260005,2600056990592,26,260005,540802d5c4952bc4322ef118
SORRISO SAUDE,6493769,05194492000117,SORISSO SAUDE S C LTDA,--,JURÍDICA,R MIGUEL RIBEIRO,142,81 35412906,,CENTRO,53510180,ABREU E LIMA - IBGE - 260005,PE,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,052/09,SMS,25/01/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056493769&VEstado=26&VCodMunicipio=260005,2600056493769,26,260005,540802d6c4952bc4322ef119
SAUDE CIA,7103336,03396304000108,DENTE CIA CLINICA MEDICA E FRATURAS LTDA ME,--,JURÍDICA,RUA PEDRO SALVIANO FILHO,44,,,CENTRO,53520240,ABREU E LIMA - IBGE - 260005,PE,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057103336&VEstado=26&VCodMunicipio=260005,2600057103336,26,260005,540802d6c4952bc4322ef11a
SMS ABREU E LIMA,6503977,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R SAO CRISTOVAO,S/N,3542-2213/3542-2215,,TIMBO,53520150,ABREU E LIMA - IBGE - 260005,PE,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056503977&VEstado=26&VCodMunicipio=260005,2600056503977,26,260005,540802d6c4952bc4322ef11b
RESIDENCIA TERAPEUTICA ABREU E LIMA 01,7141661,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA ULISSES PERNAMBUCANO,58,,,CENTRO,53560072,ABREU E LIMA - IBGE - 260005,PE,HOSPITAL/DIA - ISOLADO,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057141661&VEstado=26&VCodMunicipio=260005,2600057141661,26,260005,540802d6c4952bc4322ef11c
PS GEMBA,6847536,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RODOVIA PE 018 KM 08,S/N,,,ZONA RURAL,53550050,ABREU E LIMA - IBGE - 260005,PE,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056847536&VEstado=26&VCodMunicipio=260005,2600056847536,26,260005,540802d8c4952bc4322ef11d
PS PITANGA III,6847528,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,ENGENHO PITANGA II AREA III,S/N,,,PITANGA,53550050,ABREU E LIMA - IBGE - 260005,PE,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056847528&VEstado=26&VCodMunicipio=260005,2600056847528,26,260005,540802d9c4952bc4322ef11e
SAMU 192 ABREU E LIMA USB 01,5677084,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R TUPA,S/N,,,CAETES VELHO,53550080,ABREU E LIMA - IBGE - 260005,PE,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600055677084&VEstado=26&VCodMunicipio=260005,2600055677084,26,260005,540802d9c4952bc4322ef11f
RESIDENCIA TERAPEUTICA ABREU E LIMA 02,7151829,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,RUA QUARENTA E OITO,131,,,TIMBO,53530380,ABREU E LIMA - IBGE - 260005,PE,HOSPITAL/DIA - ISOLADO,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057151829&VEstado=26&VCodMunicipio=260005,2600057151829,26,260005,540802d9c4952bc4322ef120
PS PITANGA I,2712865,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,ENGENHO PITANGA I AREA IV,S/N,,,ENGENHO PITANGA,53510470,ABREU E LIMA - IBGE - 260005,PE,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052712865&VEstado=26&VCodMunicipio=260005,2600052712865,26,260005,540802d9c4952bc4322ef121
PREVINORTE 02,7187513,09106699000224,PREVINORTE LTDA,--,JURÍDICA,R JERONIMO GUEIROS,296,,,CENTRO,53510510,ABREU E LIMA - IBGE - 260005,PE,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,ECONOMIA MISTA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057187513&VEstado=26&VCodMunicipio=260005,2600057187513,26,260005,540802d9c4952bc4322ef122
PREVINORTE,6262287,09106699000143,PREVINORTE LTDA,--,JURÍDICA,R CAPITAO JOSE PRIMO,153,,A,CENTRO,53560120,ABREU E LIMA - IBGE - 260005,PE,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,DUPLA,EMPRESA PRIVADA,INDIVIDUAL,8928,SMS,07/01/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056262287&VEstado=26&VCodMunicipio=260005,2600056262287,26,260005,540802dbc4952bc4322ef123
PREVIMAGEM LTDA,6259235,,PREVIMAGEM LTDA,--,JURÍDICA,RUA JERONIMO GUEIROS,286,35421151,,CENTRO,53510510,ABREU E LIMA - IBGE - 260005,PE,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,MANTIDA,8928,SMS,07/01/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056259235&VEstado=26&VCodMunicipio=260005,2600056259235,26,260005,540802dcc4952bc4322ef124
POLICLINICA ABREU E LIMA LTDA,6809154,,POLICLINICA ABREU E LIMA LTDA,--,JURÍDICA,AV DUQUE DE CAXIAS,354,35422816,,CENTRO,53510050,ABREU E LIMA - IBGE - 260005,PE,HOSPITAL GERAL,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,MANTIDA,00020178-40,SES,13/06/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600056809154&VEstado=26&VCodMunicipio=260005,2600056809154,26,260005,540802dcc4952bc4322ef125
NASF CENTRO,7021836,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,R MANOEL CALDAS DE ARAUJO,48,,,CENTRO,53520150,ABREU E LIMA - IBGE - 260005,PE,CENTRO DE APOIO A SAUDE DA FAMILIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600057021836&VEstado=26&VCodMunicipio=260005,2600057021836,26,260005,540802ddc4952bc4322ef126
POSTO DE SAUDE WILLIBALDO DE FRANCA SEIXAS,2713322,,PREFEITURA MUNICIPAL DE ABREU E LIMA,--,JURÍDICA,AVENIDA A,S/N,(81)35421061,,CAETES II,53540310,ABREU E LIMA - IBGE - 260005,PE,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2600052713322&VEstado=26&VCodMunicipio=260005,2600052713322,26,260005,540802ddc4952bc4322ef127
