Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
UNID DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA,2001497,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,RUA ODILON PRATAGI,S/N,6835464758,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001497&VEstado=12&VCodMunicipio=120010,1200102001497,12,120010,53ff7b1425fe41bf5da6dd82
CEMEF,7245890,10923709000201,CENTRO MEDICO DA FAMILIA LTDA ME,--,JURÍDICA,RUA GERALDO BARBOSA,296,68032351178,,CENTRO,69945000,ACRELANDIA - IBGE - 120001,AC,POLICLINICA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,239/2013,SMS,12/04/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200017245890&VEstado=12&VCodMunicipio=120001,1200017245890,12,120001,53ff7b1425fe41bf5da6dd83
GERENCIA DE VIGILANCIA SANITARIA MUNICIPAL,3756807,,PREFEITURA MUNICIPAL DE ACRELANDIA,--,JURÍDICA,AVENIDA PARANA,443,0683235-1426,,CENTRO,69945000,ACRELANDIA - IBGE - 120001,AC,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200013756807&VEstado=12&VCodMunicipio=120001,1200013756807,12,120001,53ff7b1525fe41bf5da6dd84
SECRETARIA MUNICIPAL DE SAUDE DE BRASILEIA,6568726,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,TV JOAO THOMAZ,100,6835463475,SECRETARIA DE SAUDE,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200106568726&VEstado=12&VCodMunicipio=120010,1200106568726,12,120010,53ff7b1525fe41bf5da6dd85
LABORATORIO DE FRONTEIRA DE BRASILEIA,6249256,04034526002944,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,RUA ODILON PRATAGI,101,68 3546 3991,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200106249256&VEstado=12&VCodMunicipio=120010,1200106249256,12,120010,53ff7b1625fe41bf5da6dd86
ODONTOSESC,3921921,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,RUA JANIO JOVINO,S/N,,UNIDADE MOVEL,FERREIRA DA SILVA,69932000,BRASILEIA - IBGE - 120010,AC,CONSULTORIO ISOLADO,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO INDIRETA - AUTARQUIAS,MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200103921921&VEstado=12&VCodMunicipio=120010,1200103921921,12,120010,53ff7b1625fe41bf5da6dd87
LABORATORIO DE ANALISES CLINICAS SAO LUIZ,5215625,07838316000104,L GUILHERME MACIEL FERREIRA,--,JURÍDICA,AVENIDA PREFEITO ROLANDO MOREIRA,270,(68) 3546 4725,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200105215625&VEstado=12&VCodMunicipio=120010,1200105215625,12,120010,53ff7b1625fe41bf5da6dd88
LABORATORIO BRASILANDIA,2001519,04523577000139,FRANCISCO DE ASSIS SILVA ME,--,JURÍDICA,RUA ODILON PRATAGI,429,(68)5463006,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0105,SMS,03/02/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001519&VEstado=12&VCodMunicipio=120010,1200102001519,12,120010,53ff7b1625fe41bf5da6dd89
MANOEL ARIDES BRITO DE MELO,5168430,,PREEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,TRAVESSA JOAO THOMAZ,100,3546 3475,SEC DE SAUDE,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE MOVEL TERRESTRE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200105168430&VEstado=12&VCodMunicipio=120010,1200105168430,12,120010,53ff7b1625fe41bf5da6dd8a
HOSPITAL RAIMUNDO CHAAR,2001500,04034526000909,SECRETARIA DE ESTADO DE SAUDE DO ACRE SESACRE,--,JURÍDICA,AV PREFEITO ROLANDO MOREIRA,920,(68)35465000,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,HOSPITAL GERAL,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001500&VEstado=12&VCodMunicipio=120010,1200102001500,12,120010,53ff7b1725fe41bf5da6dd8b
LABORATORIO BIOLAB,3968308,08017936000137,N CRISTINA TAVARES,--,JURÍDICA,RUA ODILON PRATAGY,429,068 3546 3770,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0128,SMS,26/05/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200103968308&VEstado=12&VCodMunicipio=120010,1200103968308,12,120010,53ff7b1725fe41bf5da6dd8c
ESF TUFIC MIZAEL SAADY,2001349,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,RUA KAIRALA JOSE KAIRALA,S/N,(68) 35465019,UNIDADE DE SAUDE,RAIMUNDO CHAAR,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001349&VEstado=12&VCodMunicipio=120010,1200102001349,12,120010,53ff7b1825fe41bf5da6dd8d
HEMONUCLEO DE BRASILEIA,3518655,,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,RUA GENERALISSIMO DEODORO,417,(68) 3546 3791,,RAIMUNDO CHAAR,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA,HEMOTERAPIA/HEMATOLOGIA-NUCLEO,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200103518655&VEstado=12&VCodMunicipio=120010,1200103518655,12,120010,53ff7b1825fe41bf5da6dd8e
ESF SIMAO MANSOU BARTHA,2001454,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,AV DR MANOEL MARINHO MONTES,S/N,(68)35464443,,TRES BOTEQUINS,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,0192,SMS,31/03/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001454&VEstado=12&VCodMunicipio=120010,1200102001454,12,120010,53ff7b1825fe41bf5da6dd8f
ESF PEDRO OLIVEIRA DE SOUZA,2001357,,SECRETARIA MUNICIPAL DE SAUDE DE BRASILEIA,--,JURÍDICA,ESTRADA DO PACIFICO KM 68 BR 317,S/N,06844007608,,ZONA RURAL,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001357&VEstado=12&VCodMunicipio=120010,1200102001357,12,120010,53ff7b1925fe41bf5da6dd90
ESF FRANCISCO DE ASSIS,2001470,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,RUA PEDRO ALEXANDRINO NETO,S/N,(68)35463322,,SAMAUMA,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001470&VEstado=12&VCodMunicipio=120010,1200102001470,12,120010,53ff7b1925fe41bf5da6dd91
ESF DR RICARDO BARBOSA DA SILVA,2001462,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,ESTRADA DO PACIFICO KM 26 BR 317,26,6835463230,,ZONA RURAL,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001462&VEstado=12&VCodMunicipio=120010,1200102001462,12,120010,53ff7b1925fe41bf5da6dd92
ESF ANTONIO MONTEIRO DOS REIS,7058322,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,RUA PREFEITO VALDEMIR LOPES,S/N,,QUADRA 17 LOTE 01,JOSE MOREIRA,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200107058322&VEstado=12&VCodMunicipio=120010,1200107058322,12,120010,53ff7b1a25fe41bf5da6dd93
CENTRO DE SAUDE DR FERNANDO CORREIA,2001551,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,RUA GENERALISSIMO DOEDORO,S/N,(68)5465233,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200102001551&VEstado=12&VCodMunicipio=120010,1200102001551,12,120010,53ff7b1a25fe41bf5da6dd94
CAPS I CENTRO DE ATENDIMENTO PSICOSSOCIAL,7505035,,SECRETARIA MUNICIPAL DE SAUDE DE BRASILEIA,--,JURÍDICA,RUA ALENCAR MATOS,219,,UNIDADE,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS I,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200107505035&VEstado=12&VCodMunicipio=120010,1200107505035,12,120010,53ff7b1a25fe41bf5da6dd95
ESF JOSE MARIA DE SOUZA SANTOS,3042553,,PREFEITURA MUNICIPAL DE BRASILEIA,--,JURÍDICA,AV GENY ASSIS,501,06835463041,UNIDADE DE SAUDE,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200103042553&VEstado=12&VCodMunicipio=120010,1200103042553,12,120010,53ff7b1b25fe41bf5da6dd96
AMBULANCIA USB BRASILEIA 19,7030789,,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,AVENIDA PREFEITO ROLANDO MOREIRA,920,,,CENTRO,69932000,BRASILEIA - IBGE - 120010,AC,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200107030789&VEstado=12&VCodMunicipio=120010,1200107030789,12,120010,53ff7b1b25fe41bf5da6dd97
UNIDADE DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA,2003139,,PREFEITURA MUNICIPAL DE EPITACIOLANDIA,--,JURÍDICA,RUA DON JULIO MATIOLLE,165,(68)5464741,SEC MUN DE SAUDE,CENTRO,69934000,EPITACIOLANDIA - IBGE - 120025,AC,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200252003139&VEstado=12&VCodMunicipio=120025,1200252003139,12,120025,53ff7b1b25fe41bf5da6dd98
