Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
POSTO DE SAUDE DA SERRA,7210515,,PREFEITURA MUNICIPAL DE ALGODAO DE JANDAIRA,--,JURÍDICA,SITIO SERRA DO ALGODAO,S/N,,,ZONA RURAL,58399000,ALGODAO DE JANDAIRA - IBGE - 250057,PB,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500577210515&VEstado=25&VCodMunicipio=250057,2500577210515,25,250057,5407e5da643efceb2aa13d4b
AMIGO DO PEITO ALGODAO DE JANDAIRA,7525486,,PREFEITURA MUNICIPAL DE ALGODAO DE JANDAIRA,--,JURÍDICA,RUA CONEGO JOSE RODRIGUES FIDELIS,198,,,CENTRO,58399000,ALGODAO DE JANDAIRA - IBGE - 250057,PB,UNIDADE MOVEL TERRESTRE,CONSULTORIO ITINERANTE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500577525486&VEstado=25&VCodMunicipio=250057,2500577525486,25,250057,5407e5db643efceb2aa13d4c
NASF ALGODAO DE JANDAIRA,7433395,,PREFEITURA MUNICIAL DE ALGODAO DE JANDAIRA,--,JURÍDICA,RUA CONEGO JOSE RODRIGUES FIDELIS,S/N,,,CENTRO,58399000,ALGODAO DE JANDAIRA - IBGE - 250057,PB,CENTRO DE APOIO A SAUDE DA FAMILIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500577433395&VEstado=25&VCodMunicipio=250057,2500577433395,25,250057,5407e5db643efceb2aa13d4d
UNIDADE DE SAUDE DA FAMILIA IV,2821923,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,SITIO JABOTICABA,S/N,(83) 3369-1037,,ZONA RURAL,58396000,ARARA - IBGE - 250090,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902821923&VEstado=25&VCodMunicipio=250090,2500902821923,25,250090,5407e5dc643efceb2aa13d4e
LABORATORIO DE PROTESE DENTARIA,7405219,,PREFEITURA MUNICIPAL DE ALGODAO DE JANDAIRA,--,JURÍDICA,RUA CONEGO JOSE R FIDELIS,S/N,,,CENTRO,58399000,ALGODAO DE JANDAIRA - IBGE - 250057,PB,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),LABORATORIO REGIONAL DE PROTESE DENTARIA (LRPD),MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500577405219&VEstado=25&VCodMunicipio=250057,2500577405219,25,250057,5407e5dc643efceb2aa13d4f
LABORATORIO DE ANALISES CLINICAS TERESINHA A DO NASCIMENTO,6681301,,PREFEITURA MUNICIPAL DE ALGODAO DE JANDAIRA,--,JURÍDICA,RUA CONEGO JOSE R FIDELIS,S/N,,,CENTRO,58399000,ALGODAO DE JANDAIRA - IBGE - 250057,PB,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500576681301&VEstado=25&VCodMunicipio=250057,2500576681301,25,250057,5407e5dc643efceb2aa13d50
UNIDADE DE SAUDE DA FAMILIA 4,2341948,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,SITIO JABOTICABRA,S/N,,,ZONA RURAL,58396000,ARARA - IBGE - 250090,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902341948&VEstado=25&VCodMunicipio=250090,2500902341948,25,250090,5407e5dc643efceb2aa13d51
UNIDADE DE SAUDE DA FAMILIA II,2612577,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA SENADOR RUI CARNEIRO,S/N,(83)3691037,,CENTRO,58396000,ARARA - IBGE - 250090,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902612577&VEstado=25&VCodMunicipio=250090,2500902612577,25,250090,5407e5de1276dffc2a8d3963
UNIDADE DE SAUDE DA FAMILIA III,2612585,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,SITIO RIACHO FUNDO,S/N,(83) 3369-1037,,ZONA RURAL,58396000,ARARA - IBGE - 250090,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902612585&VEstado=25&VCodMunicipio=250090,2500902612585,25,250090,5407e5de1276dffc2a8d3964
SECRETARIA MUNICIPAL DE SAUDE,6416101,08778755000204,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA HERMES LIRA,20,(83) 3369-1139,,CENTRO,58396000,ARARA - IBGE - 250090,PB,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500906416101&VEstado=25&VCodMunicipio=250090,2500906416101,25,250090,5407e5de1276dffc2a8d3965
UNIDADE DE SAUDE DA FAMILIA I,2341891,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA CONEGO TEODOMIRO DE QUEIROZ,46,(83) 3369-1037,,CENTRO,58396000,ARARA - IBGE - 250090,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902341891&VEstado=25&VCodMunicipio=250090,2500902341891,25,250090,5407e5de1276dffc2a8d3966
SAMU ARARA PB,6950906,11898585000125,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ARARA PB,--,JURÍDICA,RUA BELA VISTA,S/N,(83) 3369-1139,,CENTRO,58396000,ARARA - IBGE - 250090,PB,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500906950906&VEstado=25&VCodMunicipio=250090,2500906950906,25,250090,5407e5df1276dffc2a8d3967
LAB PADRE IBIAPINA,6997376,35508563000170,M DE FATIMA SILVA FARMACIA,--,JURÍDICA,RUA PADRE IBIAPINA,41,(83) 3369-1067,,CENTRO,58396000,ARARA - IBGE - 250090,PB,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2837,SES,04/11/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500906997376&VEstado=25&VCodMunicipio=250090,2500906997376,25,250090,5407e5df1276dffc2a8d3968
HOSPITAL NATANAEL ALVES,2592053,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA BELA VISTA,S/N,(83) 3369-1037,,CENTRO,58396000,ARARA - IBGE - 250090,PB,HOSPITAL GERAL,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902592053&VEstado=25&VCodMunicipio=250090,2500902592053,25,250090,5407e5df1276dffc2a8d3969
FARMACIA BASICA ARARA PB,7254210,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA HERMES LIRA,20,(83) 3369-1139,SALA 01,CENTRO,58396000,ARARA - IBGE - 250090,PB,FARMACIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500907254210&VEstado=25&VCodMunicipio=250090,2500907254210,25,250090,5407e5df1276dffc2a8d396a
CENTRO DE SAUDE DE ARARA,2592045,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA SENADOR RUI CARNEIRO,S/N,(83) 3369-1139,,CENTRO,58396000,ARARA - IBGE - 250090,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500902592045&VEstado=25&VCodMunicipio=250090,2500902592045,25,250090,5407e5df1276dffc2a8d396b
NASF ARARA PB,6969623,,PREFEITURA MUNICIPAL DE ARARA,--,JURÍDICA,RUA SENADOR RUI CARNEIRO,S/N,(83) 3369-1139,,CENTRO,58396000,ARARA - IBGE - 250090,PB,CENTRO DE APOIO A SAUDE DA FAMILIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2500906969623&VEstado=25&VCodMunicipio=250090,2500906969623,25,250090,5407e5df1276dffc2a8d396c
UBSF V CHA DA BARRA,5199174,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,SITIO CHA DA BARRA,S/N,(83)33961593,,ZONA RURAL,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501305199174&VEstado=25&VCodMunicipio=250130,2501305199174,25,250130,5407e5e01276dffc2a8d396d
UBSF IV URBANO,2607077,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,RUA ANTONIO GONCALVES,S/N,(83)33961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501302607077&VEstado=25&VCodMunicipio=250130,2501302607077,25,250130,5407e5e01276dffc2a8d396e
UBSF VII PEDRA DAGUA,3566676,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,SITIO PEDRA DAGUA,S/N,(83)33961593,,ZONA RURAL,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501303566676&VEstado=25&VCodMunicipio=250130,2501303566676,25,250130,5407e5e01276dffc2a8d396f
UBSF VI CONJUNTO DO CAMPO,3566633,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,CONJUNTO DO CAMPO,S/N,(83)33961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501303566633&VEstado=25&VCodMunicipio=250130,2501303566633,25,250130,5407e5e01276dffc2a8d3970
UBSF VIII BATISTA,3567028,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,SITIO BATISTA,S/N,(83)33961593,,ZONA RURAL,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501303567028&VEstado=25&VCodMunicipio=250130,2501303567028,25,250130,5407e5e11276dffc2a8d3971
UBSF II PEDRO VELHO,2605821,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,VILA NOVA DE PEDRO VELHO,S/N,(83)33961593,,ZONA RURAL,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,4500089,SMS,24/04/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501302605821&VEstado=25&VCodMunicipio=250130,2501302605821,25,250130,5407e5e11276dffc2a8d3972
UBSF I CACHOEIRA,2605848,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,SITIO CACHOEIRA,S/N,(83)33961593,,ZONA RURAL,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501302605848&VEstado=25&VCodMunicipio=250130,2501302605848,25,250130,5407e5e11276dffc2a8d3973
SECRETARIA MUNICIPAL DE SAUDE,6416241,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AVENIDA JOSE PEDRO DE MELO,S/N,8333961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501306416241&VEstado=25&VCodMunicipio=250130,2501306416241,25,250130,5407e5e11276dffc2a8d3974
SAMU 192 BASE DESCENTRALIZADA DE AROEIRAS USB,7100248,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AVENIDA JOSE PEDRO DE MELO,S/N,,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501307100248&VEstado=25&VCodMunicipio=250130,2501307100248,25,250130,5407e5e11276dffc2a8d3975
UBSF III CENTRO DE SAUDE,2605813,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AV JOSE PEDRO DE MELO,S/N,(83)33961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,4500403,SMS,29/12/1999,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501302605813&VEstado=25&VCodMunicipio=250130,2501302605813,25,250130,5407e5e21276dffc2a8d3976
HOSPITAL MUNICIPAL DE AROEIRAS,2613689,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AVENIDA JOSE PEDRO DSE MELO,S/N,(83)33961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,HOSPITAL GERAL,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501302613689&VEstado=25&VCodMunicipio=250130,2501302613689,25,250130,5407e5e21276dffc2a8d3977
CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS,7199600,,FUNDO MUNICIPOAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AVENIDA JOSE PEDRO DE MELO,S/N,,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,CLINICA/CENTRO DE ESPECIALIDADE,CEO-I,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501307199600&VEstado=25&VCodMunicipio=250130,2501307199600,25,250130,5407e5e21276dffc2a8d3978
SAMU 192 BASE DESCENTRALIZADA DE AROEIRAS USA,7100221,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AVENIDA JOSE PEDRO DE MELO,S/N,,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501307100221&VEstado=25&VCodMunicipio=250130,2501307100221,25,250130,5407e5e31276dffc2a8d3979
NASF,6335861,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,AV JOSE PEDRO DE MELO,S/N,8333961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE APOIO A SAUDE DA FAMILIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501306335861&VEstado=25&VCodMunicipio=250130,2501306335861,25,250130,5407e5e31276dffc2a8d397a
CAPS I CENTRO DE ATENCAO PSICOSSOCIAL,3981800,,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,--,JURÍDICA,RUA OLIMPIO GOMES,29,8333961593,,CENTRO,58489000,AROEIRAS - IBGE - 250130,PB,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS I,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501303981800&VEstado=25&VCodMunicipio=250130,2501303981800,25,250130,5407e5e31276dffc2a8d397b
UNIDADE DE VIGILANCIA EM SAUE MUNICIPAL,6994717,,PREFEITURA MUNICIPAL DE BARRA DE SANTA ROSA,--,JURÍDICA,RUA NOSSA SENHORA DA CONCEICAO,0000000000,,CASA,CENTRO,58170000,BARRA DE SANTA ROSA - IBGE - 250160,PB,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2501606994717&VEstado=25&VCodMunicipio=250160,2501606994717,25,250160,5407e5e31276dffc2a8d397c
